"","study_title","primary_id","sequence_accession_number","run_id"
"1278","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870350","SRR18771060"
"1279","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870349","SRR18771061"
"1280","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870348","SRR18771062"
"1281","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870347","SRR18771063"
"1282","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870346","SRR18771043"
"1283","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870345","SRR18771064"
"1284","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870344","SRR18771065"
"1285","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870343","SRR18771066"
"1286","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870342","SRR18771067"
"1287","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870341","SRR18771068"
"1288","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870340","SRR18771069"
"1289","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870339","SRR18771070"
"1290","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870338","SRR18771071"
"1291","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870337","SRR18771072"
"1292","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870336","SRR18771073"
"1293","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870335","SRR18771074"
"1294","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870334","SRR18771075"
"1295","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870333","SRR18771076"
"1296","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870332","SRR18771077"
"1297","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870331","SRR18771078"
"1298","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870330","SRR18771080"
"1299","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870329","SRR18771079"
"1300","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870328","SRR18771081"
"1301","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870327","SRR18771082"
"1302","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870326","SRR18771083"
"1303","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869517","SRR18769958"
"1304","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869516","SRR18769959"
"1305","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869515","SRR18770033"
"1306","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869514","SRR18769960"
"1307","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869513","SRR18769961"
"1308","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869512","SRR18769962"
"1309","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869511","SRR18769963"
"1310","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869510","SRR18769964"
"1311","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869509","SRR18769965"
"1312","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869508","SRR18769966"
"1313","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869507","SRR18769967"
"1314","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869506","SRR18769968"
"1315","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869505","SRR18769969"
"1316","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869504","SRR18769970"
"1317","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869503","SRR18769971"
"1318","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869502","SRR18769972"
"1319","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869501","SRR18769973"
"1320","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869500","SRR18769974"
"1321","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869499","SRR18769975"
"1322","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869498","SRR18769976"
"1323","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869497","SRR18769977"
"1324","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869496","SRR18769978"
"1325","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869495","SRR18769979"
"1326","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869494","SRR18769980"
"1327","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869493","SRR18769982"
"1328","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869492","SRR18769983"
"1329","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869491","SRR18769984"
"1330","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869490","SRR18769985"
"1331","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869489","SRR18769986"
"1332","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869488","SRR18769987"
"1333","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869487","SRR18769988"
"1334","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869486","SRR18769981"
"1335","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869485","SRR18769990"
"1336","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869484","SRR18769991"
"1337","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869483","SRR18769992"
"1338","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869482","SRR18769993"
"1339","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869481","SRR18769994"
"1340","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869480","SRR18769995"
"1341","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869479","SRR18769996"
"1342","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869478","SRR18769997"
"1343","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869477","SRR18769998"
"1344","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869476","SRR18769999"
"1345","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869475","SRR18770000"
"1346","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869474","SRR18770001"
"1347","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869473","SRR18770002"
"1348","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869472","SRR18770003"
"1349","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869471","SRR18770004"
"1350","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869470","SRR18770005"
"1351","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869469","SRR18770006"
"1352","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869468","SRR18770007"
"1353","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869467","SRR18770008"
"1354","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869466","SRR18770009"
"1355","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869465","SRR18770010"
"1356","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869464","SRR18770011"
"1357","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869463","SRR18770012"
"1358","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869462","SRR18769989"
"1359","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869461","SRR18770014"
"1360","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869460","SRR18770015"
"1361","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869459","SRR18770016"
"1362","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869458","SRR18770017"
"1363","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869457","SRR18770018"
"1364","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869456","SRR18770019"
"1365","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869455","SRR18770020"
"1366","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869454","SRR18770021"
"1367","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869453","SRR18770022"
"1368","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869452","SRR18770023"
"1369","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869451","SRR18770024"
"1370","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869450","SRR18770025"
"1371","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869449","SRR18770026"
"1372","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869448","SRR18770027"
"1373","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14869447","SRR18770028"
